ISSN,ISSN_L,TITLE,TITLE_SOURCE,year_flipped,title,issn_type,period,year_active_since_str,year_active_since
0367-5211,0367-5211,Bulletin of the Geological Society of Finland,DOAJ,1968,Bulletin of the Geological Society of Finland,issn_print,40.1968 - 85.2013,1968 -,1968
1799-4632,0367-5211,Bulletin of the Geological Society of Finland,DOAJ,1968,Bulletin of the Geological Society of Finland,issn_e,NA,NA,NA
0367-598X,0367-598X,Hemijska Industrija,DOAJ,2017,Hemijska Industrija,issn_print,Nachgewiesen 13.1959 -,1959 -,1959
0367-598X,0367-598X,Hemijska Industrija,DOAJ,2017,Hemijska Industrija,issn_print,"Vol 54, no 1 (2000) [?]-",NA,NA
2217-7426,0367-598X,Hemijska Industrija,DOAJ,2017,Hemijska Industrija,issn_e,Nachgewiesen 13.1959 -,1959 -,1959
2217-7426,0367-598X,Hemijska Industrija,DOAJ,2017,Hemijska Industrija,issn_e,"Vol 54, no 1 (2000) [?]-",NA,NA
0370-2693,0370-2693,Physics Letters B,DOAJ,2014,Physics Letters B,issn_print,24.1967 - 727.2013; Vol. 728.2014 -,2014 -,2014
0370-2693,0370-2693,Physics Letters B,DOAJ,2014,Physics Letters B,issn_print,24.1967 - 727.2013; Vol. 728.2014 -,2014 -,2014
1873-2445,0370-2693,Physics Letters B,DOAJ,2014,Physics Letters B,issn_e,24.1967 - 727.2013; Vol. 728.2014 -,2014 -,2014
1873-2445,0370-2693,Physics Letters B,DOAJ,2014,Physics Letters B,issn_e,24.1967 - 727.2013; Vol. 728.2014 -,2014 -,2014
1853-8665,0370-4661,Revista de la Facultad de Ciencias Agrarias,DOAJ,2007,Revista de la Facultad de Ciencias Agrarias,issn_e,Nachgewiesen [37.]2005 - [38.]2006; 39.2007 -,2007 -,2007
0370-4661,0370-4661,Revista de la Facultad de Ciencias Agrarias,DOAJ,2007,Revista de la Facultad de Ciencias Agrarias,issn_print,Nachgewiesen [37.]2005 - [38.]2006; 39.2007 -,2007 -,2007
0370-4661,0370-4661,Revista de la Facultad de Ciencias Agrarias,DOAJ,2007,Revista de la Facultad de Ciencias Agrarias,issn_print,1.1949 - 23.1983; 24.1988; 25.1992 -,1992 -,1992
0370-8179,0370-8179,Srpski Arhiv za Celokupno Lekarstvo,DOAJ,2002,Srpski Arhiv za Celokupno Lekarstvo,issn_print,"130, 1/2 (January-February 2002)-",NA,NA
0370-8179,0370-8179,Srpski Arhiv za Celokupno Lekarstvo,DOAJ,2002,Srpski Arhiv za Celokupno Lekarstvo,issn_print,"Knjiga 1 (1874)-knjiga 12 (1895) ; [Neue Serie], God 1. (1895)-",NA,NA
0372-333X,0372-333X,Taiwania,DOAJ,1947,Taiwania,issn_print,1.1948 - 2/4.1950; 5.1954 -,1954 -,1954
0372-333X,0372-333X,Taiwania,DOAJ,1947,Taiwania,issn_print,Vol. 1 (1948)-,NA,NA
0373-3505,0373-3505,Le Matematiche,DOAJ,1986,Le Matematiche,issn_print,1.1945/46 -,NA,NA
0373-3505,0373-3505,Le Matematiche,DOAJ,1986,Le Matematiche,issn_print,Nachgewiesen 41.1986 -,1986 -,1986
2037-5298,0373-3505,Le Matematiche,DOAJ,1986,Le Matematiche,issn_e,1.1945/46 -,NA,NA
2037-5298,0373-3505,Le Matematiche,DOAJ,1986,Le Matematiche,issn_e,Nachgewiesen 41.1986 -,1986 -,1986
0373-5680,0373-5680,Revista de la Sociedad Entomológica Argentina,DOAJ,2013,Revista de la Sociedad Entomológica Argentina,issn_print,"Vol. 1, no. 1 (1926/1927)-vol. 75, no. 1/2 (2016); damit Erscheinen eingestellt",NA,NA
0373-5680,0373-5680,Revista de la Sociedad Entomológica Argentina,DOAJ,2013,Revista de la Sociedad Entomológica Argentina,issn_print,Nachgewiesen 64.2005 -,2005 -,2005
1851-7471,0373-5680,Revista de la Sociedad Entomológica Argentina,DOAJ,2013,Revista de la Sociedad Entomológica Argentina,issn_e,NA,NA,NA
1851-2372,0373-580X,Boletín de la Sociedad Argentina de Botánica,DOAJ,2005,Boletín de la Sociedad Argentina de Botánica,issn_e,Nachgewiesen 40.2005 -,2005 -,2005
0373-580X,0373-580X,Boletín de la Sociedad Argentina de Botánica,DOAJ,2005,Boletín de la Sociedad Argentina de Botánica,issn_print,Nachgewiesen 40.2005 -,2005 -,2005
0373-580X,0373-580X,Boletín de la Sociedad Argentina de Botánica,DOAJ,2005,Boletín de la Sociedad Argentina de Botánica,issn_print,1.1945/46 -,NA,NA
0375-8427,0375-8427,Veterinární Medicína,DOAJ,2001,Veterinární Medicína,issn_print,[1=]29.1956; 2=30.1957 -,1957 -,1957
0375-8427,0375-8427,Veterinární Medicína,DOAJ,2001,Veterinární Medicína,issn_print,37.1992 -,1992 -,1992
1805-9392,0375-8427,Veterinární Medicína,DOAJ,2001,Veterinární Medicína,issn_e,NA,NA,NA
0974-5130,0377-4929,Indian Journal of Pathology and Microbiology,DOAJ,2008,Indian Journal of Pathology and Microbiology,issn_e,"18.1975,2 -",NA,NA
0974-5130,0377-4929,Indian Journal of Pathology and Microbiology,DOAJ,2008,Indian Journal of Pathology and Microbiology,issn_e,Nachgewiesen 49.2006 -,2006 -,2006
0377-4929,0377-4929,Indian Journal of Pathology and Microbiology,DOAJ,2008,Indian Journal of Pathology and Microbiology,issn_print,"18.1975,2 -",NA,NA
0377-4929,0377-4929,Indian Journal of Pathology and Microbiology,DOAJ,2008,Indian Journal of Pathology and Microbiology,issn_print,Nachgewiesen 49.2006 -,2006 -,2006
0377-9424,0377-9424,Agronomía Costarricense,DOAJ,1977,Agronomía Costarricense,issn_print,1.1977 -,1977 -,1977
0377-9424,0377-9424,Agronomía Costarricense,DOAJ,1977,Agronomía Costarricense,issn_print,Nachgewiesen 29.2005 -,2005 -,2005
1816-7950,0378-4738,Water S.A.,DOAJ,2005,Water S.A.,issn_e,NA,NA,NA
0378-4738,0378-4738,Water S.A.,DOAJ,2005,Water S.A.,issn_print,"1.1975 -vol. 41, no. 1 (January 2015)",1975 -,1975
0378-4738,0378-4738,Water S.A.,DOAJ,2005,Water S.A.,issn_print,1.1975 -,1975 -,1975
0973-3922,0378-6323,"Indian Journal of Dermatology, Venereology and Leprology",DOAJ,2004,"Indian Journal of Dermatology, Venereology and Leprology",issn_e,Nachgewiesen 27.1961 -,1961 -,1961
0973-3922,0378-6323,"Indian Journal of Dermatology, Venereology and Leprology",DOAJ,2004,"Indian Journal of Dermatology, Venereology and Leprology",issn_e,"21.1955,2 -",NA,NA
0378-6323,0378-6323,"Indian Journal of Dermatology, Venereology and Leprology",DOAJ,2004,"Indian Journal of Dermatology, Venereology and Leprology",issn_print,Nachgewiesen 27.1961 -,1961 -,1961
0378-6323,0378-6323,"Indian Journal of Dermatology, Venereology and Leprology",DOAJ,2004,"Indian Journal of Dermatology, Venereology and Leprology",issn_print,"21.1955,2 -",NA,NA
2215-3241,0379-3982,Tecnología en Marcha,DOAJ,1999,Tecnología en Marcha,issn_e,Volumen 13 (1999) [?]-,NA,NA
0379-3982,0379-3982,Tecnología en Marcha,DOAJ,1999,Tecnología en Marcha,issn_print,Volumen 13 (1999) [?]-,NA,NA
0379-3982,0379-3982,Tecnología en Marcha,DOAJ,1999,Tecnología en Marcha,issn_print,"Nachgewiesen 2.1979 -vol. 25, no. 6 (2012)",1979 -,1979
0379-4350,0379-4350,South African Journal of Chemistry,DOAJ,2000,South African Journal of Chemistry,issn_print,"30.1977 - 53.2000,2",1977 -,1977
0379-4350,0379-4350,South African Journal of Chemistry,DOAJ,2000,South African Journal of Chemistry,issn_print,"53.2000,3 -",NA,NA
1996-840X,0379-4350,South African Journal of Chemistry,DOAJ,2000,South African Journal of Chemistry,issn_e,NA,NA,NA
0379-5284,0379-5284,Saudi Medical Journal,DOAJ,1991,Saudi Medical Journal,issn_print,1.1979/80 -,NA,NA
0379-5284,0379-5284,Saudi Medical Journal,DOAJ,1991,Saudi Medical Journal,issn_print,Nachgewiesen 21.2000 -,2000 -,2000
2215-2644,0379-7082,Revista Educación,DOAJ,1977,Revista Educación,issn_e,"Vol. 1, núm. 1 (Julio 1977)-vol. 7, núm. 1/2 (1983)",NA,NA
2215-2644,0379-7082,Revista Educación,DOAJ,1977,Revista Educación,issn_e,"Vol. 8, núm. 1/2 (1984)-",NA,NA
0379-7082,0379-7082,Revista Educación,DOAJ,1977,Revista Educación,issn_print,"Vol. 1, núm. 1 (Julio 1977)-vol. 7, núm. 1/2 (1983)",NA,NA
0379-7082,0379-7082,Revista Educación,DOAJ,1977,Revista Educación,issn_print,"Vol. 8, núm. 1/2 (1984)-",NA,NA
0379-7082,0379-7082,Revista Educación,DOAJ,1977,Revista Educación,issn_print,8.1984(1985); 9.1985 -,1985 -,1985
0379-7082,0379-7082,Revista Educación,DOAJ,1977,Revista Educación,issn_print,1.1977 - 7.1983(1984),1977 -,1977
2225-4765,0379-8046,South African Journal of Communication Disorders,DOAJ,2010,South African Journal of Communication Disorders,issn_e,24.1977 -,1977 -,1977
2225-4765,0379-8046,South African Journal of Communication Disorders,DOAJ,2010,South African Journal of Communication Disorders,issn_e,"Vol. 57, no 1 (December 2010)-",NA,NA
0379-8046,0379-8046,South African Journal of Communication Disorders,DOAJ,2010,South African Journal of Communication Disorders,issn_print,24.1977 -,1977 -,1977
0379-8046,0379-8046,South African Journal of Communication Disorders,DOAJ,2010,South African Journal of Communication Disorders,issn_print,"Vol. 57, no 1 (December 2010)-",NA,NA
0380-1489,0380-1489,Canadian Studies in Population,DOAJ,2001,Canadian Studies in Population,issn_print,1.1974(1975) - 38.2011,NA,NA
0380-1489,0380-1489,Canadian Studies in Population,DOAJ,2001,Canadian Studies in Population,issn_print,1.1974 -,1974 -,1974
0386-1112,0386-1112,IATSS Research,DOAJ,2000,IATSS Research,issn_print,1.1977 -,1977 -,1977
0386-1112,0386-1112,IATSS Research,DOAJ,2000,IATSS Research,issn_print,Nachgewiesen 34.2010 -,2010 -,2010
0386-7196,0386-7196,Cell Structure and Function,DOAJ,2017,Cell Structure and Function,issn_print,1.1975/76 -,NA,NA
0386-7196,0386-7196,Cell Structure and Function,DOAJ,2017,Cell Structure and Function,issn_print,1.1975/76 -,NA,NA
1347-3700,0386-7196,Cell Structure and Function,DOAJ,2017,Cell Structure and Function,issn_e,1.1975/76 -,NA,NA
1347-3700,0386-7196,Cell Structure and Function,DOAJ,2017,Cell Structure and Function,issn_e,1.1975/76 -,NA,NA
1973-2201,0390-590X,Statistica,DOAJ,2002,Statistica,issn_e,Nachgewiesen 45.1985 -,1985 -,1985
0390-590X,0390-590X,Statistica,DOAJ,2002,Statistica,issn_print,1.1941 - 72.2012,1941 -,1941
0390-6078,0390-6078,Haematologica,DOAJ,1994,Haematologica,issn_print,99.2014 -,2014 -,2014
0390-6078,0390-6078,Haematologica,DOAJ,1994,Haematologica,issn_print,99.2014 -,2014 -,2014
0390-6078,0390-6078,Haematologica,DOAJ,1994,Haematologica,issn_print,Nachgewiesen 79.1994 - 89.2004,1994 -,1994
0390-6078,0390-6078,Haematologica,DOAJ,1994,Haematologica,issn_print,90.2005 - 98.2013,2005 -,2005
0390-6078,0390-6078,Haematologica,DOAJ,1994,Haematologica,issn_print,90.2005 - 98.2013,2005 -,2005
0390-6078,0390-6078,Haematologica,DOAJ,1994,Haematologica,issn_print,1.1920 - 10.1929; 15.1934 - 89.2004,1934 -,1934
1592-8721,0390-6078,Haematologica,DOAJ,1994,Haematologica,issn_e,99.2014 -,2014 -,2014
1592-8721,0390-6078,Haematologica,DOAJ,1994,Haematologica,issn_e,99.2014 -,2014 -,2014
1592-8721,0390-6078,Haematologica,DOAJ,1994,Haematologica,issn_e,Nachgewiesen 79.1994 - 89.2004,1994 -,1994
1592-8721,0390-6078,Haematologica,DOAJ,1994,Haematologica,issn_e,90.2005 - 98.2013,2005 -,2005
1592-8721,0390-6078,Haematologica,DOAJ,1994,Haematologica,issn_e,90.2005 - 98.2013,2005 -,2005
1592-8721,0390-6078,Haematologica,DOAJ,1994,Haematologica,issn_e,1.1920 - 10.1929; 15.1934 - 89.2004,1934 -,1934
0392-6672,0392-6672,International Journal of Speleology,DOAJ,2002,International Journal of Speleology,issn_print,Nachgewiesen 31.2002 -,2002 -,2002
0392-6672,0392-6672,International Journal of Speleology,DOAJ,2002,International Journal of Speleology,issn_print,1.1964/65 - 9.1977/78; 10.1978 -,1978 -,1978
1827-806X,0392-6672,International Journal of Speleology,DOAJ,2002,International Journal of Speleology,issn_e,NA,NA,NA
0394-1914,0394-1914,"Hystrix, the Italian Journal of Mammalogy",DOAJ,1986,"Hystrix, the Italian Journal of Mammalogy",issn_print,1.1986 - 2.1987; N.S. 1.1989 -,1989 -,1989
0394-1914,0394-1914,"Hystrix, the Italian Journal of Mammalogy",DOAJ,1986,"Hystrix, the Italian Journal of Mammalogy",issn_print,1.1986 -,1986 -,1986
1825-5272,0394-1914,"Hystrix, the Italian Journal of Mammalogy",DOAJ,1986,"Hystrix, the Italian Journal of Mammalogy",issn_e,1.1986 -,1986 -,1986
2391-4661,0420-1213,Demonstratio Mathematica,DOAJ,2009,Demonstratio Mathematica,issn_e,"Band 1, Heft 1 (Jan 1969)-",NA,NA
0423-104X,0423-104X,Endokrynologia Polska,DOAJ,2005,Endokrynologia Polska,issn_print,1.1950 -,1950 -,1950
0423-104X,0423-104X,Endokrynologia Polska,DOAJ,2005,Endokrynologia Polska,issn_print,Nachgewiesen 56.2005 -,2005 -,2005
0436-029X,0436-029X,Gladius,DOAJ,1961,Gladius,issn_print,1.1961 -,1961 -,1961
1988-4168,0436-029X,Gladius,DOAJ,1961,Gladius,issn_e,1.1961 -,1961 -,1961
1336-9083,0440-6605,Helminthologia,DOAJ,2006,Helminthologia,issn_e,1.1959 -,1959 -,1959
1336-9083,0440-6605,Helminthologia,DOAJ,2006,Helminthologia,issn_e,Nachgewiesen 41.2004 -,2004 -,2004
0440-6605,0440-6605,Helminthologia,DOAJ,2006,Helminthologia,issn_print,1.1959 -,1959 -,1959
0440-6605,0440-6605,Helminthologia,DOAJ,2006,Helminthologia,issn_print,Nachgewiesen 41.2004 -,2004 -,2004
0449-3060,0449-3060,Journal of Radiation Research,DOAJ,1960,Journal of Radiation Research,issn_print,1.1960 -,1960 -,1960
0449-3060,0449-3060,Journal of Radiation Research,DOAJ,1960,Journal of Radiation Research,issn_print,1.1960 -,1960 -,1960
1349-9157,0449-3060,Journal of Radiation Research,DOAJ,1960,Journal of Radiation Research,issn_e,1.1960 -,1960 -,1960
1349-9157,0449-3060,Journal of Radiation Research,DOAJ,1960,Journal of Radiation Research,issn_e,1.1960 -,1960 -,1960
0465-2746,0465-2746,Materiales de Construccion,DOAJ,1967,Materiales de Construccion,issn_print,Nachgewiesen 17.1967=Nr. 125 -,NA,NA
0465-2746,0465-2746,Materiales de Construccion,DOAJ,1967,Materiales de Construccion,issn_print,Nachgewiesen 133.1969 - 192.1983; 34.1984 - 63.2013 = Nr. 193-312,1984 -,1984
1988-3226,0465-2746,Materiales de Construccion,DOAJ,1967,Materiales de Construccion,issn_e,Nachgewiesen 17.1967=Nr. 125 -,NA,NA
2353-1339,0465-5893,Medycyna Pracy,DOAJ,2013,Medycyna Pracy,issn_e,NA,NA,NA
0465-5893,0465-5893,Medycyna Pracy,DOAJ,2013,Medycyna Pracy,issn_print,1.1950 -,1950 -,1950
0465-5893,0465-5893,Medycyna Pracy,DOAJ,2013,Medycyna Pracy,issn_print,1.1949 -,1949 -,1949
0482-5004,0482-5004,Revista Brasileira de Reumatologia,DOAJ,2003,Revista Brasileira de Reumatologia,issn_print,Nachgewiesen 45.2005 - 57.2017,2005 -,2005
0482-5004,0482-5004,Revista Brasileira de Reumatologia,DOAJ,2003,Revista Brasileira de Reumatologia,issn_print,1.1957-,NA,NA
0495-4548,0495-4548,"THEORIA : an International Journal for Theory, History and Fundations of Science",DOAJ,2003,"THEORIA : an International Journal for Theory, History and Fundations of Science",issn_print,1.1952 - 9.1956; 2.Epoca 1.1985 - ; auch mit durchgehender Nr.-Zählung,1985 -,1985
0495-4548,0495-4548,"THEORIA : an International Journal for Theory, History and Fundations of Science",DOAJ,2003,"THEORIA : an International Journal for Theory, History and Fundations of Science",issn_print,1.1952 -  9.1956; 2.Epoca 1.1985 - ; auch mit durchgehender Nr.-Zählung,1985 -,1985
1828-1427,0505-401X,Veterinaria Italiana,DOAJ,2004,Veterinaria Italiana,issn_e,5.1954 - 26.1975; 1991 - 53.2017,1991 -,1991
1828-1427,0505-401X,Veterinaria Italiana,DOAJ,2004,Veterinaria Italiana,issn_e,Nachgewiesen 40.2004 -,2004 -,2004
0505-401X,0505-401X,Veterinaria Italiana,DOAJ,2004,Veterinaria Italiana,issn_print,5.1954 - 26.1975; 1991 - 53.2017,1991 -,1991
0505-401X,0505-401X,Veterinaria Italiana,DOAJ,2004,Veterinaria Italiana,issn_print,Nachgewiesen 40.2004 -,2004 -,2004
0514-7336,0514-7336,Zephyrus,DOAJ,1950,Zephyrus,issn_print,1.1950 -,1950 -,1950
0514-7336,0514-7336,Zephyrus,DOAJ,1950,Zephyrus,issn_print,1.1950 -,1950 -,1950
2386-3943,0514-7336,Zephyrus,DOAJ,1950,Zephyrus,issn_e,NA,NA,NA
1820-6069,0534-0012,Genetika,DOAJ,2002,Genetika,issn_e,NA,NA,NA
0534-0012,0534-0012,Genetika,DOAJ,2002,Genetika,issn_print,1.1969 - 39.2007; damit Ersch. eingest.,1969 -,1969
0534-0012,0534-0012,Genetika,DOAJ,2002,Genetika,issn_print,Nachgewiesen 32.2000 -,2000 -,2000
0543-5846,0543-5846,Metalurgija,DOAJ,2002,Metalurgija,issn_print,1.1963 -,1963 -,1963
0543-5846,0543-5846,Metalurgija,DOAJ,2002,Metalurgija,issn_print,1.1963 -,1963 -,1963
0543-5846,0543-5846,Metalurgija,DOAJ,2002,Metalurgija,issn_print,23.1968 - 46.1991; 1992[?],1968 -,1968
0543-5846,0543-5846,Metalurgija,DOAJ,2002,Metalurgija,issn_print,"36.1973,4 - 37.1974",NA,NA
1334-2576,0543-5846,Metalurgija,DOAJ,2002,Metalurgija,issn_e,1.1963 -,1963 -,1963
0550-3213,0550-3213,Nuclear Physics B,DOAJ,2014,Nuclear Physics B,issn_print,1.1967 - 877.2013; Vol. 878.2014 -,2014 -,2014
0550-3213,0550-3213,Nuclear Physics B,DOAJ,2014,Nuclear Physics B,issn_print,1.1967 - 877.2013; Vol. 878.2014 -,2014 -,2014
0550-3213,0550-3213,Nuclear Physics B,DOAJ,2014,Nuclear Physics B,issn_print,Nr. 1.1956 - 87.1966/67; 88.1966 - 89.1966,1966 -,1966
1873-1562,0550-3213,Nuclear Physics B,DOAJ,2014,Nuclear Physics B,issn_e,1.1967 - 877.2013; Vol. 878.2014 -,2014 -,2014
0567-784X,0567-784X,Acta Neophilologica,DOAJ,2010,Acta Neophilologica,issn_print,Vol. 18 (1985) [?]-,NA,NA
0567-784X,0567-784X,Acta Neophilologica,DOAJ,2010,Acta Neophilologica,issn_print,1.1968 -,1968 -,1968
2350-417X,0567-784X,Acta Neophilologica,DOAJ,2010,Acta Neophilologica,issn_e,Vol. 18 (1985) [?]-,NA,NA
0567-7920,0567-7920,Acta Palaeontologica Polonica,DOAJ,1956,Acta Palaeontologica Polonica,issn_print,1.1956 -,1956 -,1956
0567-7920,0567-7920,Acta Palaeontologica Polonica,DOAJ,1956,Acta Palaeontologica Polonica,issn_print,1.1956 -,1956 -,1956
1732-2421,0567-7920,Acta Palaeontologica Polonica,DOAJ,1956,Acta Palaeontologica Polonica,issn_e,1.1956 -,1956 -,1956
1820-7448,0567-8315,Acta Veterinaria,DOAJ,2014,Acta Veterinaria,issn_e,NA,NA,NA
0569-9878,0569-9878,Anales Cervantinos,DOAJ,1994,Anales Cervantinos,issn_print,1.1951 - 32.1994; 33.1995/97(1997) - 35.1997/99(1999); 36.2004  -,1951 -,1951
0569-9878,0569-9878,Anales Cervantinos,DOAJ,1994,Anales Cervantinos,issn_print,1.1951 -,1951 -,1951
1988-8325,0569-9878,Anales Cervantinos,DOAJ,1994,Anales Cervantinos,issn_e,1.1951 - 32.1994; 33.1995/97(1997) - 35.1997/99(1999); 36.2004  -,1951 -,1951
1988-8325,0569-9878,Anales Cervantinos,DOAJ,1994,Anales Cervantinos,issn_e,1.1951 -,1951 -,1951
0570-7218,0570-7218,Archivum,DOAJ,1951,Archivum,issn_print,N.S. 1.1951 - 61/62.2011/12(2012); damit Ersch. eingest.,1951 -,1951
0570-7218,0570-7218,Archivum,DOAJ,1951,Archivum,issn_print,1.1951 -,1951 -,1951
2341-1120,0570-7218,Archivum,DOAJ,1951,Archivum,issn_e,NA,NA,NA
1820-9270,0579-6431,Zbornik: Institut za Pedagoška Istraživanja,DOAJ,2002,Zbornik: Institut za Pedagoška Istraživanja,issn_e,NA,NA,NA
0579-6431,0579-6431,Zbornik: Institut za Pedagoška Istraživanja,DOAJ,2002,Zbornik: Institut za Pedagoška Istraživanja,issn_print,Nachgewiesen 34.2002 -,2002 -,2002
0580-373X,0580-373X,Muzikološki Zbornik,DOAJ,1965,Muzikološki Zbornik,issn_print,1.1965 -,1965 -,1965
0580-373X,0580-373X,Muzikološki Zbornik,DOAJ,1965,Muzikološki Zbornik,issn_print,36.2000 - 39.2003 nachgewiesen,2000 -,2000
0582-3226,0582-3226,Scripta Instituti Donneriani Aboensis,DOAJ,1967,Scripta Instituti Donneriani Aboensis,issn_print,1.1967 -,1967 -,1967
0582-3226,0582-3226,Scripta Instituti Donneriani Aboensis,DOAJ,1967,Scripta Instituti Donneriani Aboensis,issn_print,1.1967 -,1967 -,1967
2406-0917,0584-9888,Zbornik Radova Vizantološkog Instituta,DOAJ,2003,Zbornik Radova Vizantološkog Instituta,issn_e,NA,NA,NA
0584-9888,0584-9888,Zbornik Radova Vizantološkog Instituta,DOAJ,2003,Zbornik Radova Vizantološkog Instituta,issn_print,1.1952 -,1952 -,1952
0584-9888,0584-9888,Zbornik Radova Vizantološkog Instituta,DOAJ,2003,Zbornik Radova Vizantološkog Instituta,issn_print,Nachgewiesen 34.1995 -,1995 -,1995
0587-5455,0587-5455,Arti Musices,DOAJ,2007,Arti Musices,issn_print,Nachgewiesen 38.2007 -,2007 -,2007
0587-5455,0587-5455,Arti Musices,DOAJ,2007,Arti Musices,issn_print,1.1969 -,1969 -,1969
0715-3570,0715-3570,Interventions Économiques pour une Alternative Sociale,DOAJ,2002,Interventions Économiques pour une Alternative Sociale,issn_print,NA,NA,NA
1710-7377,0715-3570,Interventions Économiques pour une Alternative Sociale,DOAJ,2002,Interventions Économiques pour une Alternative Sociale,issn_e,Nachgewiesen 28.2002 -,2002 -,2002
0716-078X,0716-078X,Revista Chilena de Historia Natural,DOAJ,2000,Revista Chilena de Historia Natural,issn_print,Nachgewiesen 73.2000 -,2000 -,2000
0716-078X,0716-078X,Revista Chilena de Historia Natural,DOAJ,2000,Revista Chilena de Historia Natural,issn_print,1.1897 - 86.2013,1897 -,1897
0716-078X,0716-078X,Revista Chilena de Historia Natural,DOAJ,2000,Revista Chilena de Historia Natural,issn_print,4.1900 - 8.1904; 25.1921 - 28.1924; mehr nicht digitalisiert,1921 -,1921
0717-6317,0716-078X,Revista Chilena de Historia Natural,DOAJ,2000,Revista Chilena de Historia Natural,issn_e,Nachgewiesen 73.2000 -,2000 -,2000
0716-1557,0716-1557,Cultura-Hombre-Sociedad,DOAJ,1984,Cultura-Hombre-Sociedad,issn_print,1.1984 -,1984 -,1984
0716-1557,0716-1557,Cultura-Hombre-Sociedad,DOAJ,1984,Cultura-Hombre-Sociedad,issn_print,1.1984 -,1984 -,1984
0719-2789,0716-1557,Cultura-Hombre-Sociedad,DOAJ,1984,Cultura-Hombre-Sociedad,issn_e,1.1984 -,1984 -,1984
0719-6466,0716-2677,Arquitecturas del Sur,DOAJ,1983,Arquitecturas del Sur,issn_e,N.1 (1983)-,NA,NA
0716-2677,0716-2677,Arquitecturas del Sur,DOAJ,1983,Arquitecturas del Sur,issn_print,N.1 (1983)-,NA,NA
0717-6252,0716-2790,Revista Musical Chilena,DOAJ,1945,Revista Musical Chilena,issn_e,Nachgewiesen 50.1996 -,1996 -,1996
